obstime,stnpres,seapres,stnpresmax,stnpresmaxtime,stnpresmin,stnpresmintime,temperature,tmax,tmaxtime,tmin,tmintime,tddewpoint,ws,wd,wsgust,wdgust,wgusttime,precp,precphour,precpday,precpmax10,precpmax10time,precphrmax,precphrmaxtime,precp1daymax,precp1daymaxtime,rh,evapa,sunshine,globlrad,uvimaxmean,uvimax,uvimaxtime,cloudamount,year
6,1004.8,1005.1,1010.6,2014-06-30 23:27,996.79999,2014-06-10 16:29,29.200001,33.599998,2014-06-01 13:04,25,2014-06-07 14:29,25.6,2.2,170,15.7,270,2014-06-07 14:14,235,46.099998,19,20.5,2014-06-15 11:28,77,2014-06-15 10:44,103,2014-06-15 00:00,81,131.2,199.39999,545.27002,9,13,2014-06-23 13:00,5.9000001,2014
7,1005.3,1005.6,1011.7,2014-07-26 22:49,987.70001,2014-07-23 00:21,30.299999,34.799999,2014-07-05 10:43,25.700001,2014-07-19 17:34,26,2.5999999,310,23.5,170,2014-07-23 12:43,309.5,30.1,9,22,2014-07-18 16:07,55,2014-07-18 15:36,118.5,2014-07-23 00:00,78,166.2,256.79999,618.72998,10,13,2014-07-11 12:00,5,2014
8,1007.5,1007.8,1014.3,2014-08-28 21:45,998.20001,2014-08-01 02:06,29.1,34.099998,2014-08-18 13:46,24.799999,2014-08-13 08:24,25,2.2,310,14.8,200,2014-08-18 14:28,902,85.599998,18,23.5,2014-08-08 02:55,94,2014-08-08 02:49,261.5,2014-08-08 00:00,79,132.5,209.2,540.25,9,12,2014-08-05 13:00,5.8000002,2014
9,1008,1008.4,1013.6,2014-09-27 08:26,991.20001,2014-09-21 11:30,29.5,37.599998,2014-09-15 11:49,24.6,2014-09-21 03:25,25.1,2.0999999,310,19.700001,330,2014-09-21 12:54,172,34.099998,10,10,2014-09-23 00:47,16.5,2014-09-21 07:18,109.5,2014-09-21 00:00,78,153.3,222,524.82001,8,10,2014-09-01 12:00,4.8000002,2014
10,1012.6,1013,1018.5,2014-10-16 09:00,1003.3,2014-10-10 14:47,27.200001,33,2014-10-11 12:42,22.5,2014-10-16 04:53,21.1,1.9,310,10.8,320,2014-10-12 14:08,0,0,0,0,2014-10-31 00:00,0,2014-10-31 00:00,0,2014-10-31 00:00,70,142.2,268.60001,538.21002,6,8,2014-10-08 12:00,2.8,2014
11,1015.1,1015.5,1019.9,2014-11-19 08:39,1009.6,2014-11-01 14:03,25.200001,32.200001,2014-11-02 11:45,20.1,2014-11-20 04:57,19.700001,1.8,310,8.8999996,320,2014-11-08 14:44,1.5,1.1,1,1,2014-11-17 04:53,1.5,2014-11-17 04:15,1.5,2014-11-17 00:00,72,103.5,208,402.82999,5,7,2014-11-04 12:00,4.1999998,2014
12,1018.9,1019.3,1025.8,2014-12-18 08:25,1011.2,2014-12-01 13:56,20.200001,28.6,2014-12-01 10:15,13.6,2014-12-22 06:03,14.1,2.0999999,350,14.3,340,2014-12-04 11:02,13.5,11,7,5.5,2014-12-04 05:42,6,2014-12-04 05:40,6,2014-12-04 00:00,68,78.699997,110.2,289.54001,4,6,2014-12-24 13:00,6.9000001,2014
1,1019,1019.4,1024.8,2015-01-02 09:56,1011.9,2015-01-06 13:54,19.9,27.4,2015-01-05 13:34,14.1,2015-01-02 06:50,13.4,2.0999999,350,12.9,20,2015-01-14 12:26,6,3.5999999,2,1,2015-01-27 02:35,2.5,2015-01-27 02:30,5,2015-01-27 00:00,66,101,199.8,408.60001,5,6,2015-01-30 13:00,5,2015
2,1017.9,1018.3,1025.3,2015-02-02 09:14,1010.6,2015-02-24 15:29,20.799999,29.4,2015-02-26 12:43,12.3,2015-02-10 05:02,14.8,2.2,310,12.4,340,2015-02-12 09:04,38,4.6999998,3,11.5,2015-02-22 00:07,23.5,2015-02-22 00:01,23.5,2015-02-22 00:00,69,93.5,194.8,419.95001,6,8,2015-02-23 13:00,4.0999999,2015
3,1016.6,1017,1023.9,2015-03-25 21:59,1009.3,2015-03-03 15:15,23.6,29.700001,2015-03-27 13:16,17,2015-03-11 06:00,18.299999,2.2,310,12.2,320,2015-03-23 13:50,0,0,0,0,2015-03-31 00:00,0,2015-03-31 00:00,0,2015-03-31 00:00,72,122.2,204.60001,498.59,6,8,2015-03-03 12:00,5.1999998,2015
4,1013.4,1013.8,1018.7,2015-04-11 20:00,1007.4,2015-04-03 03:18,26.200001,31.799999,2015-04-05 13:43,18.5,2015-04-15 04:40,20.200001,2.4000001,310,14.1,310,2015-04-14 12:56,7,4.3000002,4,1,2015-04-06 07:39,2.5,2015-04-06 07:12,3.5,2015-04-06 00:00,70,156.10001,259.70001,622.02002,7,9,2015-04-04 13:00,3.9000001,2015
5,1009.6,1009.9,1014.7,2015-05-15 09:35,1005.2,2015-05-28 16:13,28.299999,33.599998,2015-05-10 12:03,24.700001,2015-05-26 10:02,23.9,2,280,13.2,280,2015-05-25 03:47,300.5,75.300003,11,9.5,2015-05-31 15:11,22.5,2015-05-23 14:50,62,2015-05-25 00:00,77,130.60001,213.60001,561.79999,8,12,2015-05-28 13:00,5.4000001,2015
6,1008.4,1008.7,1011.9,2015-06-28 08:28,1004.1,2015-06-17 16:34,30.6,34.700001,2015-06-22 12:22,25.9,2015-06-01 05:21,25.6,2.3,280,12.2,180,2015-06-23 08:12,10,1.6,2,5.5,2015-06-23 14:08,6,2015-06-23 14:05,8,2015-06-23 00:00,75,187.7,328.70001,728.21997,10,11,2015-06-03 12:00,4.4000001,2015
7,1005.2,1005.5,1013.9,2015-07-28 21:22,993.90002,2015-07-10 15:24,29.5,34.700001,2015-07-05 12:57,25,2015-07-22 19:31,25.200001,2.5,150,17.6,140,2015-07-08 21:01,200,50.799999,15,13,2015-07-22 18:42,34.5,2015-07-22 18:40,39,2015-07-08 00:00,78,151,218.7,587.78998,8,10,2015-07-21 12:00,6,2015
8,1005.7,1006,1012.4,2015-08-02 07:35,979.5,2015-08-08 05:55,28.799999,34.099998,2015-08-24 15:03,23.799999,2015-08-29 03:27,24.9,2.3,310,31,270,2015-08-08 07:38,548,90.099998,17,15,2015-08-29 13:01,32.5,2015-08-09 02:11,162.5,2015-08-08 00:00,80,122.4,175,488.82999,7,11,2015-08-21 12:00,6.1999998,2015
9,1009.3,1009.6,1015.2,2015-09-17 21:49,993.29999,2015-09-28 18:35,28.799999,33.5,2015-09-03 13:11,24.5,2015-09-01 05:27,24.1,2.3,310,22.1,270,2015-09-28 23:08,140.5,20.799999,6,16.5,2015-09-07 07:38,44.5,2015-09-07 07:20,77.5,2015-09-07 00:00,76,137.10001,208.7,512.10999,7,11,2015-09-02 12:00,5.0999999,2015
10,1012.7,1013.1,1020.2,2015-10-31 09:28,1002,2015-10-19 15:48,27.700001,32.5,2015-10-01 09:48,23.799999,2015-10-17 05:24,23,1.8,310,8.8999996,20,2015-10-30 18:11,25.5,21.5,4,6.5,2015-10-09 05:27,9,2015-10-09 05:15,11.5,2015-10-20 00:00,76,116.4,193.2,453.89001,6,9,2015-10-08 12:00,5.5,2015
11,1016,1016.4,1023.2,2015-11-28 09:21,1011.6,2015-11-25 14:47,26.200001,32.900002,2015-11-09 12:06,17.4,2015-11-27 05:04,21.1,1.8,310,9.3000002,350,2015-11-26 05:37,41,2.7,2,9,2015-11-20 19:31,32.5,2015-11-20 18:42,39.5,2015-11-20 00:00,74,97.099998,198.60001,384.72,5,7,2015-11-06 12:00,4.0999999,2015
12,1018.1,1018.5,1025.4,2015-12-29 09:24,1010.2,2015-12-10 02:45,22.4,29.700001,2015-12-24 11:10,13.9,2015-12-17 05:15,16.9,2.0999999,350,9.6999998,30,2015-12-10 10:54,27.5,8.8999996,3,4,2015-12-10 06:06,11.5,2015-12-10 00:43,26,2015-12-10 00:00,71,85,195.7,372.07001,4,6,2015-12-23 13:00,4.3000002,2015
1,1018.3,1018.7,1031.1,2016-01-24 20:33,1006.8,2016-01-17 14:39,19.299999,27.700001,2016-01-06 14:44,7,2016-01-25 00:41,15,2.3,350,16,340,2016-01-24 05:41,179.5,80.800003,12,10,2016-01-17 12:20,28.5,2016-01-17 11:51,78.5,2016-01-17 00:00,76,48.799999,120.9,281.51001,4,6,2016-01-31 13:00,6.8000002,2016
2,1019.6,1020,1027.4,2016-02-25 08:14,1012.1,2016-02-13 14:44,19.6,29.200001,2016-02-14 12:31,10.1,2016-02-07 06:12,13.9,2.3,350,12.4,10,2016-02-06 21:38,24.5,10.3,4,6,2016-02-12 06:17,17,2016-02-12 05:30,20,2016-02-12 00:00,70,92,164.60001,387.89999,6,8,2016-02-28 13:00,5.4000001,2016
3,1016.4,1016.8,1024.4,2016-03-01 09:32,1009.6,2016-03-08 15:11,21.6,29.700001,2016-03-19 12:33,12.8,2016-03-26 05:53,16.6,1.9,10,11.8,340,2016-03-27 09:05,79,54.900002,11,6,2016-03-23 18:07,14,2016-03-23 17:28,29.5,2016-03-24 00:00,74,87.099998,159.10001,405.14999,6,9,2016-03-26 13:00,5.9000001,2016
4,1011.8,1012.2,1018.6,2016-04-19 09:37,1005.5,2016-04-13 12:32,26.9,33,2016-04-18 13:59,21.799999,2016-04-19 01:31,22.4,1.9,170,18.4,260,2016-04-13 13:58,182.5,40.799999,8,10,2016-04-14 21:43,20.5,2016-04-14 21:36,49,2016-04-14 00:00,77,131,222.10001,544.62,8,10,2016-04-22 13:00,4.6999998,2016
5,1009.9,1010.3,1014.9,2016-05-14 09:19,1005.3,2016-05-24 15:51,28.9,33.599998,2016-05-27 12:17,24.799999,2016-05-11 15:28,24.200001,2.0999999,170,11,180,2016-05-09 09:48,97.5,27.200001,7,11.5,2016-05-22 18:02,33,2016-05-22 18:02,44,2016-05-22 00:00,76,142.60001,246.5,605.08002,9,11,2016-05-30 12:00,5.4000001,2016
6,1008.8,1009.2,1014.6,2016-06-29 22:02,1004.8,2016-06-08 15:54,29.700001,34.799999,2016-06-27 14:14,24.6,2016-06-11 11:00,25.6,2.2,180,13.4,190,2016-06-29 11:47,383,55.700001,13,16.5,2016-06-10 03:38,37.5,2016-06-11 01:12,139.5,2016-06-11 00:00,79,149.8,255.8,625.84998,10,12,2016-06-24 13:00,5.5,2016
7,1007.1,1007.5,1012.5,2016-07-21 07:39,978.70001,2016-07-08 07:41,30.200001,35.099998,2016-07-04 12:47,25.4,2016-07-10 18:02,25.6,2.5,180,34.299999,340,2016-07-08 07:43,315,49,10,13.5,2016-07-08 09:43,65,2016-07-08 09:12,162,2016-07-08 00:00,77,156.39999,252.2,652.90997,9,12,2016-07-13 13:00,5.0999999,2016
8,1003.8,1004.1,1010.6,2016-08-03 21:45,998.70001,2016-08-01 06:06,29.4,34.200001,2016-08-02 11:44,24.799999,2016-08-30 04:56,25.299999,2.3,320,16.6,170,2016-08-01 14:31,427,62,16,23,2016-08-12 00:43,69,2016-08-12 00:39,110,2016-08-12 00:00,79,130.60001,206.60001,578.82001,9,11,2016-08-02 12:00,6.4000001,2016
9,1006.1,1006.4,1014.2,2016-09-21 21:26,976.40002,2016-09-14 12:46,28.4,33.900002,2016-09-12 11:08,23.4,2016-09-15 06:11,24.700001,2.5999999,320,39.099998,100,2016-09-14 12:23,1098,124.5,15,20,2016-09-15 05:52,77.5,2016-09-15 04:18,262.5,2016-09-02 00:00,81,103.3,172.2,458.26999,7,11,2016-09-11 12:00,6.9000001,2016
10,1010,1010.4,1018.7,2016-10-30 08:53,1000,2016-10-20 15:25,28.4,33,2016-10-21 10:50,24,2016-10-10 07:23,24.299999,2,320,18.6,140,2016-10-21 01:35,259.5,61.200001,13,12.5,2016-10-09 01:54,41.5,2016-10-09 01:24,74,2016-10-08 00:00,79,109.7,185.39999,453,6,9,2016-10-04 12:00,5.5,2016
11,1015.1,1015.5,1021.2,2016-11-29 10:04,1010.4,2016-11-21 14:14,25.700001,31.9,2016-11-19 10:41,19.700001,2016-11-27 11:08,20.299999,1.8,350,14.4,30,2016-11-27 12:18,57,19,3,3,2016-11-27 09:31,7.5,2016-11-27 08:58,55,2016-11-27 00:00,72,88.300003,163.3,363.54001,5,6,2016-11-05 12:00,5.1999998,2016
12,1017.1,1017.5,1023.5,2016-12-17 09:23,1010.4,2016-12-09 14:02,22.9,30,2016-12-05 13:53,16.200001,2016-12-16 07:05,17.200001,2,360,9.6000004,350,2016-12-27 14:51,1,3.5,2,.5,2016-12-29 01:46,.5,2016-12-29 01:30,.5,2016-12-29 00:00,71,84.900002,180.39999,380.14001,4,5,2016-12-01 12:00,4.9000001,2016
1,1018.1,1018.5,1025.3,2017-01-24 09:30,1009.5,2017-01-08 14:33,21.700001,28.5,2017-01-08 12:23,14.7,2017-01-26 06:34,15.8,2,350,9.8000002,300,2017-01-27 12:33,0,0,0,0,2017-01-31 00:00,0,2017-01-31 00:00,0,2017-01-31 00:00,70,93.5,205.10001,434.37,5,6,2017-01-30 13:00,4.5,2017
2,1018.5,1018.9,1028.3,2017-02-14 09:07,1009.6,2017-02-05 15:31,21.1,29.799999,2017-02-22 12:43,13.8,2017-02-10 01:30,14.7,2.2,360,11.8,20,2017-02-09 05:46,0,0,0,0,2017-02-28 00:00,0,2017-02-28 00:00,0,2017-02-28 00:00,67,84.400002,166.10001,423.23001,5,7,2017-02-26 13:00,5.4000001,2017
3,1015.3,1015.7,1023.2,2017-03-27 10:40,1008.9,2017-03-13 14:39,23.5,33,2017-03-23 13:25,17.5,2017-03-03 03:36,17.4,2.0999999,360,12.2,350,2017-03-31 23:45,3.5,8.1000004,3,.5,2017-03-16 00:10,2,2017-03-16 03:28,2.5,2017-03-16 00:00,69,115.2,200.5,520.29999,6,9,2017-03-22 12:00,5.5,2017
4,1012.7,1013.1,1022.3,2017-04-03 09:42,1006.6,2017-04-10 16:19,25.6,32.700001,2017-04-16 13:12,16.6,2017-04-01 04:31,19.799999,1.9,190,16.200001,350,2017-04-01 01:15,113.5,27.700001,6,10,2017-04-12 05:28,30.5,2017-04-12 05:08,52,2017-04-12 00:00,71,142.3,209.10001,576.38,8,10,2017-04-20 13:00,5.6999998,2017
5,1009.8,1010.2,1016.1,2017-05-06 08:27,1003.7,2017-05-31 17:53,28.200001,33.5,2017-05-12 13:04,22.799999,2017-05-01 04:28,23.1,2,320,10.6,170,2017-05-12 06:59,129,34,8,14.5,2017-05-25 19:50,34.5,2017-05-25 19:37,73.5,2017-05-25 00:00,74,131.7,209.60001,616.58002,9,13,2017-05-31 13:00,6.0999999,2017
6,1008.4,1008.7,1011.9,2017-06-07 22:45,1003.3,2017-06-01 17:37,29.700001,34.299999,2017-06-12 14:13,24.9,2017-06-29 16:58,25.200001,2.0999999,170,25.6,60,2017-06-29 16:51,256,41.299999,14,28.5,2017-06-29 16:47,60.5,2017-06-29 16:30,77,2017-06-04 00:00,77,156.2,226.8,606.37,11,14,2017-06-05 12:00,6.5,2017
7,1007.8,1008.1,1013.8,2017-07-07 22:17,985.5,2017-07-30 16:54,30.4,35.599998,2017-07-04 13:18,24.299999,2017-07-31 05:15,24.6,2.5999999,60,24.799999,240,2017-07-31 05:13,285,30.9,7,17,2017-07-31 05:12,56.5,2017-07-30 23:00,124,2017-07-31 00:00,71,176.60001,241.89999,650.54999,10,13,2017-07-04 13:00,6.1999998,2017
8,1007.1,1007.4,1013.7,2017-08-27 22:17,994.20001,2017-08-22 02:30,30.1,34.700001,2017-08-19 11:24,24.9,2017-08-02 06:04,25.1,2.0999999,320,18.6,150,2017-08-22 14:03,211,36.5,13,12.5,2017-08-02 01:33,51.5,2017-08-02 02:09,120.5,2017-08-02 00:00,75,152.7,222,590.48999,9,12,2017-08-10 13:00,5.3000002,2017
9,1009,1009.3,1014.7,2017-09-29 21:40,1001,2017-09-01 05:21,30.200001,35.099998,2017-09-24 13:28,25.299999,2017-09-01 07:16,25,2.2,310,12.9,140,2017-09-06 15:24,32.5,22,8,4,2017-09-07 04:51,5.5,2017-09-07 04:45,16,2017-09-01 00:00,74,138.60001,235.89999,571.16998,8,11,2017-09-24 13:00,4.6999998,2017
10,1010.5,1010.9,1019.3,2017-10-30 08:30,999.59998,2017-10-14 04:22,28,34.5,2017-10-09 11:01,21.299999,2017-10-31 05:48,22.6,2,290,11.1,350,2017-10-21 11:29,82.5,31,7,4.5,2017-10-15 01:00,20,2017-10-15 00:56,31,2017-10-14 00:00,73,118.4,213.2,488.75,7,10,2017-10-06 13:00,4.8000002,2017
11,1014.4,1014.8,1021.1,2017-11-24 09:18,1008,2017-11-18 13:46,25.5,32.099998,2017-11-18 11:58,19.6,2017-11-25 05:59,20.4,2,360,10.3,360,2017-11-18 10:25,11,11.5,4,3,2017-11-12 00:29,6,2017-11-12 00:18,7,2017-11-12 00:00,74,94.599998,164.60001,379.91,6,8,2017-11-08 12:00,4.9000001,2017
12,1017.6,1018,1024.8,2017-12-20 09:40,1011.7,2017-12-03 15:18,21.4,29.4,2017-12-03 13:03,15.5,2017-12-09 02:44,15.4,2.4000001,350,11.8,350,2017-12-24 12:41,.5,.80000001,1,.5,2017-12-20 03:05,.5,2017-12-20 02:40,.5,2017-12-20 00:00,69,84.099998,142.5,338.45999,5,6,2017-12-13 13:00,6.3000002,2017
1,1016.3,1016.7,1026,2018-01-13 09:42,1009,2018-01-22 14:42,20.4,29.299999,2018-01-28 13:25,10.4,2018-01-13 06:49,15.1,2.3,360,16.6,360,2018-01-09 04:53,23.5,33.099998,7,1.5,2018-01-05 03:25,5.5,2018-01-05 03:23,11.5,2018-01-05 00:00,72,75.699997,149,368.06,6,7,2018-01-26 13:00,6,2018
2,1017.5,1017.9,1025.6,2018-02-12 09:29,1010.8,2018-02-21 15:13,19.799999,31.200001,2018-02-15 13:04,10.2,2018-02-06 06:29,13.4,2.5,360,13.6,360,2018-02-02 18:24,4.5,9.1999998,2,.5,2018-02-11 02:03,1,2018-02-11 03:49,3.5,2018-02-11 00:00,67,89,136.8,370.29999,7,10,2018-02-15 13:00,6.4000001,2018
3,1015,1015.4,1022,2018-03-11 08:11,1008.5,2018-03-20 15:54,23.5,31,2018-03-05 10:37,12.8,2018-03-09 02:23,16.299999,2.3,310,14.9,360,2018-03-21 00:29,57,11.8,5,11.5,2018-03-20 07:12,19,2018-03-15 18:20,34,2018-03-15 00:00,65,136,255.7,585.89001,8,11,2018-03-05 13:00,3.7,2018
4,1013.2,1013.6,1021.7,2018-04-07 09:06,1007.1,2018-04-23 14:56,26.299999,33.200001,2018-04-23 13:38,17.4,2018-04-07 01:15,19.5,2.2,310,12,150,2018-04-23 11:46,9.5,3.8,4,2.5,2018-04-25 08:10,7,2018-04-25 08:08,7.5,2018-04-25 00:00,67,147.2,219.89999,590.07001,10,12,2018-04-12 12:00,5.3000002,2018
5,1010.7,1011.1,1017.5,2018-05-05 08:26,1006.2,2018-05-25 16:25,29.1,33.700001,2018-05-29 14:21,23.200001,2018-05-09 06:31,23.4,2.0999999,290,10.4,320,2018-05-26 15:23,58.700001,9.8999996,4,10,2018-05-08 07:01,23,2018-05-08 06:57,45.5,2018-05-08 00:00,72,170.89999,289.29999,718.07001,11,13,2018-05-06 12:00,4.1999998,2018
6,1005.5,1005.9,1012,2018-06-25 22:19,990.70001,2018-06-14 19:02,29.1,34.200001,2018-06-08 13:37,24.5,2018-06-20 02:35,24.299999,2.2,160,18.799999,180,2018-06-14 20:31,835,95.699997,14,16.5,2018-06-21 00:56,53.5,2018-06-15 05:16,193.5,2018-06-20 00:00,75,127.1,200.8,535.82001,10,13,2018-06-28 13:00,6.0999999,2018
7,1004.6,1005,1008.7,2018-07-27 21:54,998.5,2018-07-11 05:16,29.200001,33.900002,2018-07-18 12:17,24.299999,2018-07-03 05:24,24.4,2,300,11.5,360,2018-07-10 21:58,410,56.799999,14,19,2018-07-19 19:46,63,2018-07-19 19:20,92,2018-07-03 00:00,76,151.7,208.60001,560.38,10,13,2018-07-15 13:00,6.1999998,2018
8,1003.2,1003.6,1012.9,2018-08-31 09:08,992.79999,2018-08-23 06:32,28,34.099998,2018-08-16 12:53,23,2018-08-23 20:37,23.9,2.2,160,19.299999,200,2018-08-23 10:21,1600.5,199.5,26,28.5,2018-08-23 10:03,109,2018-08-23 09:54,314.5,2018-08-28 00:00,79,82.400002,127.7,388.12,7,13,2018-08-20 12:00,7.4000001,2018
9,1007.8,1008.1,1015.3,2018-09-17 22:46,997.09998,2018-09-15 16:11,29.1,33.700001,2018-09-17 12:19,25.200001,2018-09-29 05:50,23.799999,2.2,310,16.1,360,2018-09-29 05:50,66,20,10,7,2018-09-07 18:10,17,2018-09-06 15:42,21.5,2018-09-06 00:00,74,148.8,214,531.81,9,12,2018-09-03 12:00,5,2018
10,1013.3,1013.7,1019.5,2018-10-20 08:49,1005.8,2018-10-04 15:07,26.799999,31.200001,2018-10-04 13:02,21,2018-10-29 05:44,20.700001,2.0999999,310,17.9,350,2018-10-05 04:46,1.5,1.4,2,.5,2018-10-31 15:08,1,2018-10-10 00:01,1,2018-10-10 00:00,70,140.89999,222.8,499.32999,7,9,2018-10-05 12:00,3.9000001,2018
11,1015.8,1016.2,1021.2,2018-11-30 09:25,1009.9,2018-11-01 04:01,25.6,32.099998,2018-11-19 13:34,20.799999,2018-11-24 05:39,20.299999,2,310,13,350,2018-11-25 22:32,2,1.1,2,1.5,2018-11-02 07:05,1.5,2018-11-02 07:05,1.5,2018-11-02 00:00,73,119.1,177.5,369.22,6,7,2018-11-03 12:00,4.9000001,2018
12,1017.4,1017.8,1024.5,2018-12-31 09:35,1009.2,2018-12-26 14:47,23.4,32.400002,2018-12-04 13:23,16,2018-12-29 06:52,17.5,2.2,350,9.8999996,360,2018-12-27 04:43,0,0,0,0,2019-01-09 00:00,0,2019-01-09 00:00,0,2019-01-09 00:00,70,111,200.39999,369.64001,5,7,2018-12-26 13:00,4,2018
